timestamp,0,1,2,3
1620440359.6927907,5020155.0,5009520.0,4897431.0,5645458.0
1620440359.6955318,5008589.0,4992968.0,4879681.0,5633910.0
1620440359.6958666,5021585.0,5004666.0,4894769.0,5648456.0
1620440359.7366223,5027353.0,5007328.0,4904177.0,5665222.0
1620440359.736967,5012651.0,5000982.0,4879467.0,5654982.0
1620440359.7388413,5002911.0,4992074.0,4873741.0,5631486.0
1620440359.7389617,5005391.0,4994944.0,4883803.0,5635224.0
1620440359.7407856,5019121.0,5002142.0,4889447.0,5645870.0
1620440359.7410188,5019929.0,5001430.0,4881143.0,5634036.0
1620440359.7810261,5021997.0,5008762.0,4900095.0,5659666.0
1620440359.7813883,5026931.0,5014196.0,4899533.0,5662318.0
1620440359.783482,5021447.0,5011298.0,4896501.0,5650342.0
1620440359.7837758,5020377.0,5001024.0,4882049.0,5637550.0
1620440359.7854474,5037711.0,5019746.0,4896091.0,5635116.0
1620440359.785563,5029415.0,5016806.0,4898981.0,5640898.0
1620440359.786793,5024801.0,5012814.0,4890941.0,5649526.0
1620440359.7868757,5029253.0,5012480.0,4895453.0,5645530.0
1620440359.8261817,5018445.0,5013448.0,4900353.0,5641556.0
1620440359.8265028,5022187.0,5013130.0,4896167.0,5631594.0
1620440359.8281162,5027247.0,5016112.0,4898479.0,5625062.0
1620440359.8283858,5029057.0,5014794.0,4893617.0,5638832.0
1620440359.8296783,5009801.0,4996388.0,4869669.0,5637944.0
1620440359.829923,5017041.0,5006180.0,4889101.0,5637762.0
1620440359.8311982,5033669.0,5015252.0,4904339.0,5635602.0
1620440359.8313513,5015673.0,5000952.0,4879289.0,5616884.0
1620440359.833031,5009035.0,4997450.0,4879595.0,5614540.0
1620440359.8331416,5021937.0,5012520.0,4890361.0,5638426.0
1620440359.8708725,5014599.0,5003100.0,4881723.0,5641742.0
1620440359.871233,5004825.0,5007388.0,4878175.0,5621432.0
1620440359.872992,5011799.0,5003650.0,4884357.0,5619778.0
1620440359.8732355,5006627.0,4994724.0,4883705.0,5615382.0
1620440359.874679,5001137.0,4993042.0,4868133.0,5614224.0
1620440359.8749444,5001191.0,4988784.0,4873203.0,5613686.0
1620440359.8762643,5003263.0,4997240.0,4878189.0,5612562.0
1620440359.876492,5008517.0,4996736.0,4869817.0,5611370.0
1620440359.9158633,5002941.0,5005942.0,4878087.0,5610994.0
1620440359.9162033,5010655.0,5002332.0,4876973.0,5632280.0
1620440359.9176934,5006447.0,5003130.0,4882753.0,5609266.0
1620440359.917802,5000799.0,4991380.0,4868603.0,5596788.0
1620440359.9189525,5000749.0,4990582.0,4873155.0,5600066.0
1620440359.9190493,5002857.0,4986218.0,4875159.0,5588542.0
1620440359.92054,4994385.0,4996552.0,4864835.0,5579748.0
1620440359.9207828,4997683.0,4996270.0,4864353.0,5577132.0
1620440359.9221961,5001305.0,4988430.0,4871391.0,5595822.0
1620440359.9222965,4995361.0,4990920.0,4857809.0,5595706.0
1620440359.9606717,5001459.0,4988738.0,4869153.0,5590320.0
1620440359.9610434,5004673.0,4998656.0,4870787.0,5608110.0
1620440359.9630072,5010569.0,5008720.0,4867261.0,5622002.0
1620440359.963271,5012347.0,4998628.0,4873255.0,5615572.0
1620440359.9647732,5018347.0,5001386.0,4884423.0,5607764.0
1620440359.9649453,5019665.0,5014658.0,4886081.0,5622504.0
1620440359.9660566,5011703.0,5002282.0,4877665.0,5603956.0
1620440359.9661565,5009447.0,5003204.0,4866113.0,5607368.0
1620440360.0058656,5007169.0,4997272.0,4873933.0,5614920.0
1620440360.0062394,4995645.0,4991064.0,4870097.0,5591982.0
1620440360.0077674,4993193.0,4986602.0,4867231.0,5597710.0
1620440360.0085845,5006223.0,4997720.0,4871839.0,5610036.0
1620440360.0105817,5008573.0,4995510.0,4865967.0,5597402.0
1620440360.0108004,4997263.0,4986094.0,4859447.0,5592216.0
1620440360.0117998,5010253.0,5000656.0,4876047.0,5589444.0
1620440360.012056,5017815.0,5008920.0,4882609.0,5603534.0
1620440360.0131807,5005275.0,4998332.0,4874757.0,5593630.0
1620440360.0133872,5009057.0,5012448.0,4881453.0,5593128.0
1620440360.0510712,5014985.0,5014704.0,4879901.0,5608616.0
1620440360.0514708,5010551.0,5006466.0,4881395.0,5611390.0
1620440360.0528245,5017747.0,5015204.0,4883983.0,5618426.0
1620440360.0529966,5032197.0,5040032.0,4907313.0,5619790.0
1620440360.054308,5033981.0,5022882.0,4892713.0,5616718.0
1620440360.0544078,5031047.0,5022570.0,4892147.0,5610378.0
1620440360.0557742,5032521.0,5041900.0,4897315.0,5611248.0
1620440360.0560393,5029679.0,5029806.0,4900893.0,5610320.0
1620440360.0955386,5017471.0,5019190.0,4882117.0,5614650.0
1620440360.0959167,5024047.0,5025494.0,4889221.0,5611842.0
1620440360.0973182,5031455.0,5026240.0,4901171.0,5617854.0
1620440360.097472,5023131.0,5015688.0,4876329.0,5608666.0
