timestamp,0,1,2,3
1619580601.6129038,-5779.155287641917,9263.076992401719,-952.8101626408295,-2218.8129685894214
1619580601.6152978,-1825.712838853936,10140.2935552947,-1426.3989241598756,693.127595559072
1619580601.6154823,-1885.7943279498015,7304.572439738803,-6767.303558266588,-2485.916314830341
1619580601.657067,-4033.260528237883,7389.419661691149,-3014.6244781761743,-1581.922362079902
1619580601.6572967,-2585.9850747567507,10764.756591887068,1036.7186113260523,189.76631042555695
1619580601.6596818,-7364.206893945563,15376.100286972558,-4471.377071306357,-3114.2685549579332
1619580601.6600785,-9975.427088192355,9630.539671246966,-5432.591489862381,-4211.78391120242
1619580601.662186,-6206.341827671747,11158.549625700669,-10854.85647378641,-613.5106818092682
1619580601.662458,-10724.344637911874,9818.428435138278,-11289.910827864507,-2081.483850656015
1619580601.7019475,-13323.986628530816,8372.449382835553,-5477.652606684281,-5310.5509651364055
1619580601.702285,-10410.39203529263,8843.0877140865,0.40233140019552716,-2254.2628352955385
1619580601.7042356,-7798.367178245447,11192.613684250557,581.1900593268942,-718.7873981937645
1619580601.7044916,-9365.582092473756,7862.516684832179,-4554.838485102473,-4096.627723768678
1619580601.7063692,-12118.82527098957,6257.795543407863,-1898.1101391446757,-2677.9177997014285
1619580601.7065787,-10831.454197341705,8249.91711973156,2241.9693758451194,-23.335221211340574
1619580601.7083242,-10311.194993399977,8130.379990384578,-2905.637372212097,-2659.142334358971
1619580601.7085454,-12801.179325721185,6927.677324733416,-3528.893414603879,-3392.3689594708635
1619580601.7465427,-9172.19479944644,7901.855755073519,-8274.168762465568,79.4380997941613
1619580601.7468553,-9366.297348296326,8254.968613978459,-10221.855070812115,-1556.083745489567
1619580601.7487547,-10982.239065437207,6297.134613649204,-12928.025475505052,-4996.777176472804
1619580601.7489467,-7063.754744977325,6756.284148250121,-7949.129694596493,-1527.0264776976678
1619580601.7507334,-4994.251429349355,7675.074955829973,-4286.796365594431,-818.9232133535402
1619580601.7509172,-7024.77330264727,5685.009739996164,752.5385323212782,-4574.463316734233
1619580601.7520878,-4725.583460996564,6001.018703105296,1368.418499042809,-2857.9387495444716
1619580601.7522717,-8088.179896852958,6481.1788774942015,6453.7085835586295,-156.19399025368574
1619580601.7538166,-2947.4574860879766,5703.561687894069,9284.199390911985,-3154.09936357729
1619580601.7540023,-3810.950077885399,5190.499745666951,8460.67171820065,-4235.476760325046
1619580601.791279,-498.4662530978028,8399.85262153776,14247.404247212917,-655.0402230072287
1619580601.7915103,-1031.0636199788596,10590.457688624583,13175.816914536586,-1501.0090471516905
1619580601.7932048,-1511.089683901034,5615.048779851053,11162.595291447078,-3480.5242396025947
1619580601.7934659,-5012.311638869243,8328.774074169884,5597.994398831654,-553.1609717799391
1619580601.794982,-3534.190778039787,10094.293665205678,7151.485341964405,323.96618413522054
1619580601.7952092,-4713.737036435251,6525.345924537889,3094.6437233261736,-4120.409979869125
1619580601.7963688,-7100.322198906208,6625.571146675486,-2667.09955538506,-2359.539551680035
1619580601.7964675,-3914.975096580398,6558.158285398279,-2473.1311170019053,1041.1889602171136
1619580601.8814964,-6460.302348172945,5204.223716762509,-8191.869639381128,-1674.0115492357672
