timestamp,0,1,2,3
1620615996.9445183,1764433.0,1807167.0,1720514.0,2576010.0
1620615996.9466057,1746559.0,1793869.0,1701450.0,2565918.0
1620615996.9467034,1733865.0,1779211.0,1693286.0,2545208.0
1620615996.9882584,1759853.0,1800643.0,1713016.0,2580944.0
1620615996.9885912,1757859.0,1803289.0,1713192.0,2577762.0
1620615996.9908135,1727993.0,1768301.0,1684540.0,2541988.0
1620615996.9909227,1745015.0,1786395.0,1702534.0,2559928.0
1620615996.992653,1761957.0,1806305.0,1720428.0,2581034.0
1620615996.9929168,1735351.0,1781669.0,1697664.0,2550300.0
1620615997.0333831,1734303.0,1779957.0,1697118.0,2545370.0
1620615997.0337095,1765347.0,1808849.0,1721572.0,2577868.0
1620615997.0360806,1750809.0,1793263.0,1707792.0,2575624.0
1620615997.0363793,1730817.0,1774821.0,1691032.0,2550590.0
1620615997.0377934,1758155.0,1803243.0,1721284.0,2572166.0
1620615997.0378757,1767037.0,1813771.0,1721574.0,2583004.0
1620615997.0392969,1745779.0,1789027.0,1701740.0,2551028.0
1620615997.0393786,1748733.0,1792783.0,1704166.0,2565644.0
1620615997.0778306,1766763.0,1810875.0,1725028.0,2590526.0
1620615997.0781374,1740643.0,1786131.0,1699114.0,2570820.0
1620615997.0796967,1732449.0,1780409.0,1703002.0,2547670.0
1620615997.0797963,1768041.0,1810057.0,1725854.0,2586984.0
1620615997.0817425,1754185.0,1797987.0,1713442.0,2565182.0
1620615997.0818732,1731717.0,1774321.0,1696266.0,2537892.0
1620615997.0833266,1752347.0,1794469.0,1709798.0,2564608.0
1620615997.083425,1757527.0,1800479.0,1714630.0,2579308.0
1620615997.085072,1730767.0,1775385.0,1690416.0,2547620.0
1620615997.0853066,1741023.0,1788003.0,1706336.0,2549410.0
1620615997.1220846,1758585.0,1806089.0,1717924.0,2579812.0
1620615997.122417,1734835.0,1783881.0,1699958.0,2541796.0
1620615997.124128,1730665.0,1774429.0,1692432.0,2543362.0
1620615997.1243885,1763875.0,1808033.0,1725880.0,2581718.0
1620615997.1253827,1751763.0,1795967.0,1713548.0,2559014.0
1620615997.1254637,1722607.0,1767491.0,1686056.0,2529614.0
1620615997.1266558,1745313.0,1789135.0,1704914.0,2569780.0
1620615997.1267686,1754671.0,1799091.0,1714784.0,2570654.0
1620615997.167036,1721323.0,1762329.0,1680020.0,2527578.0
1620615997.1673827,1738215.0,1782949.0,1701084.0,2547586.0
1620615997.168846,1758761.0,1801751.0,1719104.0,2581010.0
1620615997.1691093,1737257.0,1782403.0,1695874.0,2553754.0
1620615997.1702464,1734569.0,1780941.0,1697314.0,2553642.0
1620615997.170499,1762239.0,1805731.0,1720962.0,2584524.0
1620615997.1719856,1747531.0,1787673.0,1707514.0,2565386.0
1620615997.1722844,1725337.0,1769143.0,1686998.0,2526304.0
1620615997.173331,1742833.0,1787767.0,1707790.0,2556754.0
1620615997.1734118,1756473.0,1799565.0,1718206.0,2571128.0
1620615997.2117066,1727425.0,1769985.0,1686846.0,2537708.0
1620615997.21217,1733073.0,1780541.0,1700498.0,2556412.0
1620615997.2137964,1756453.0,1803351.0,1725866.0,2576754.0
1620615997.214048,1740125.0,1780339.0,1700556.0,2555748.0
1620615997.2150142,1736711.0,1781777.0,1695432.0,2549584.0
1620615997.2151055,1760281.0,1802057.0,1719582.0,2574710.0
1620615997.2162519,1751641.0,1796031.0,1711570.0,2567336.0
1620615997.2165208,1736443.0,1780637.0,1696838.0,2547710.0
1620615997.2567096,1754045.0,1796729.0,1717790.0,2567158.0
1620615997.2570522,1762715.0,1804405.0,1718976.0,2574396.0
1620615997.2583792,1729551.0,1772697.0,1687212.0,2533172.0
1620615997.2584875,1736779.0,1782833.0,1697656.0,2550034.0
1620615997.2595935,1758665.0,1802139.0,1720954.0,2583212.0
1620615997.2597992,1727667.0,1772141.0,1689252.0,2542024.0
1620615997.2617402,1725565.0,1769541.0,1687392.0,2532380.0
1620615997.2621837,1749769.0,1792247.0,1708858.0,2548862.0
1620615997.2631063,1740383.0,1786445.0,1703346.0,2542788.0
1620615997.2631667,1725839.0,1770551.0,1684584.0,2529246.0
1620615997.3015187,1739823.0,1788143.0,1702812.0,2555684.0
1620615997.3018718,1751941.0,1799973.0,1715364.0,2560578.0
1620615997.3033655,1724147.0,1772397.0,1689558.0,2539410.0
1620615997.3036082,1735311.0,1780279.0,1700884.0,2538266.0
1620615997.304838,1757209.0,1800663.0,1719572.0,2562646.0
1620615997.305063,1729963.0,1774177.0,1692700.0,2536522.0
1620615997.3061516,1728625.0,1774523.0,1695634.0,2536856.0
1620615997.3062336,1750011.0,1798383.0,1712442.0,2563920.0
1620615997.3462467,1744157.0,1789925.0,1706554.0,2556342.0
